"Time","Distance","Ground Speed","Engine RPM","Throttle Pos","Brake Pos","Clutch Pos","Steered Angle","G Force Lat","G Force Long","Eng Oil Temp","Eng Water Temp","Clutch RPM","Gear","Steering Arm Force","Fuel Level","G Force Vert","Susp Pos FL","Susp Pos FR","Susp Pos RL","Susp Pos RR","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","Tyre Pressure FL","Tyre Pressure FR","Tyre Pressure RL","Tyre Pressure RR","Tyre Load FL","Tyre Load FR","Tyre Load RL","Tyre Load RR","Lat Force FL","Lat Force FR","Lat Force RL","Lat Force RR","Slide Pct FL","Slide Pct FR","Slide Pct RL","Slide Pct RR","Tyre Temp FL Outer","Tyre Temp FL Centre","Tyre Temp FL Inner","Tyre Temp FR Inner","Tyre Temp FR Center","Tyre Temp FR Outer","Tyre Temp RL Outer","Tyre Temp RL Centre","Tyre Temp RL Inner","Tyre Temp RR Inner","Tyre Temp RR Center","Tyre Temp RR Outer","Wheel Rot Speed FL","Wheel Rot Speed FR","Wheel Rot Speed RL","Wheel Rot Speed RR","Tyre Wear FL","Tyre Wear FR","Tyre Wear RL","Tyre Wear RR","Rear Brake Bias","Engine Boost","FL Brake disc","FR Brake disc","RL Brake disc","RR Brake disc","Ambient Temperature","Track Temperature","Front Compound","Rear Compound"
"s","m","km/h","rpm","%","%","%","deg","G","G","C","C","rpm","","N","l","G","mm","mm","mm","mm","mm","mm","mm","mm","C","C","C","C","kPa","kPa","kPa","kPa","N","N","N","N","N","N","N","N","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","rad/s","rad/s","rad/s","rad/s","%","%","%","%","%","","cm","cm","cm","cm","C","C","",""
"132.400","5961","221.7","5812","100.00","0.00","0.00","0.00","1.50","-0.08","61.4","53.0","5812","6","0","15.73","-0.17","18.8","22.2","33.6","37.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1656","2591","2522","3650","1606","2321","1749","2546","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-230.3","-233.5","-226.1","-226.2","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"132.500","5967","221.8","5811","100.00","0.00","0.00","0.00","1.92","-0.06","61.4","53.0","5811","6","0","15.73","0.05","21.8","27.7","32.1","37.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1604","2941","2887","4230","1768","2959","2385","3411","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-230.0","-234.0","-225.8","-226.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"132.600","5973","221.8","5820","100.00","0.00","0.00","0.00","1.96","-0.08","61.4","53.0","5820","6","0","15.73","-0.12","23.0","29.2","36.8","42.9","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1381","2637","2697","3982","1648","2915","2530","3653","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.7","-234.3","-226.1","-226.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"132.700","5979","221.8","5823","100.00","0.00","0.00","0.00","2.14","-0.09","61.4","53.0","5823","6","0","15.73","-0.08","18.0","24.1","32.5","38.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1523","2942","2501","3979","1901","3387","2524","3909","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.4","-234.0","-226.4","-226.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"132.800","5985","221.6","5815","100.00","0.00","0.00","0.00","2.54","-0.05","61.4","53.0","5815","6","0","15.72","0.33","24.1","32.2","33.5","40.9","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1753","3522","3108","4772","2151","3891","3209","4655","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.2","-234.6","-225.7","-226.8","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"132.900","5992","221.4","5821","100.00","0.00","0.00","0.00","2.22","-0.05","61.4","53.0","5821","6","0","15.72","0.05","26.3","33.7","41.1","48.1","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1634","2984","2783","4212","1953","3285","2835","4120","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.3","-234.6","-225.9","-227.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.000","5998","221.3","5818","100.00","0.00","0.00","0.00","2.17","-0.06","61.4","53.0","5818","6","0","15.72","0.10","23.1","28.3","37.6","44.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1881","3098","2721","4221","2128","3225","2609","3908","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.4","-234.1","-226.1","-226.6","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.100","6004","221.2","5811","100.00","0.00","0.00","0.00","2.50","-0.02","61.4","53.0","5811","6","0","15.72","0.69","30.1","37.6","37.8","44.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","3017","4615","2996","4516","3062","4129","2649","3830","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.5","-234.2","-225.6","-226.6","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.200","6010","221.0","5813","100.00","0.00","0.00","0.00","1.81","-0.04","61.4","53.0","5813","6","0","15.72","-0.07","27.0","33.9","44.6","51.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1666","2638","2806","3824","1788","2634","2353","3176","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.7","-234.5","-225.6","-226.8","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.300","6016","221.1","5807","100.00","0.00","0.00","0.00","1.98","-0.07","61.4","53.0","5807","6","0","15.71","0.07","25.8","29.1","39.3","45.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1826","2862","2755","4295","2009","2921","2364","3564","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.5","-233.8","-225.7","-226.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.400","6022","221.1","5808","100.00","0.00","0.00","0.00","1.87","-0.06","61.4","53.0","5808","6","0","15.71","-0.15","22.1","28.9","38.8","44.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1274","2731","2641","3871","1506","2961","2382","3435","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.3","-233.6","-225.6","-226.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.500","6028","221.1","5807","100.00","0.00","0.00","0.00","1.99","-0.09","61.4","53.0","5807","6","0","15.71","-0.15","17.8","24.4","32.4","38.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1502","2737","2463","3791","1866","3162","2346","3556","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-228.8","-233.3","-225.8","-226.0","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.600","6035","221.0","5776","76.20","0.00","0.00","0.00","2.12","0.01","61.4","53.0","5776","6","0","15.71","-0.11","21.7","28.3","32.9","39.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1348","2778","2567","4001","1728","3300","2640","3967","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-228.5","-233.3","-224.4","-225.0","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.700","6041","220.6","5759","73.00","0.00","0.00","0.00","1.86","0.03","61.4","53.0","5759","6","0","15.71","-0.43","17.4","23.4","32.7","39.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1178","2280","2112","3356","1556","2849","2284","3557","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-228.1","-232.7","-224.0","-224.2","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.800","6047","220.2","5753","86.10","0.00","0.00","0.00","2.33","-0.03","61.4","53.0","5753","6","0","15.70","0.01","19.1","24.4","27.6","34.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1547","3035","2514","4231","2014","3649","2741","4404","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-227.6","-232.1","-223.7","-223.9","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"133.900","6053","219.9","5771","100.00","0.00","0.00","0.00","2.03","-0.05","61.4","53.0","5771","6","0","15.70","-0.21","17.5","25.9","31.9","38.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1208","2702","2484","3724","1506","3107","2637","3882","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-227.3","-232.2","-224.3","-224.8","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.000","6059","219.9","5766","100.00","0.00","0.00","0.00","2.10","-0.08","61.4","53.0","5766","6","0","15.70","0.07","18.9","25.9","29.2","35.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1658","3088","2779","4148","1835","3109","2675","3890","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-227.4","-232.1","-224.2","-224.4","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.100","6065","219.8","5764","100.00","0.00","0.00","0.00","1.72","-0.05","61.4","53.0","5764","6","0","15.70","-0.01","23.1","30.5","35.6","41.5","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1537","2794","2930","3946","1485","2458","2353","3161","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-227.9","-232.2","-224.1","-224.4","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.200","6071","219.8","5763","100.00","0.00","0.00","0.00","1.44","-0.07","61.4","53.0","5763","6","0","15.70","0.02","22.2","26.9","35.3","40.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1942","2753","2905","3796","1565","2039","1853","2469","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-228.4","-232.0","-224.1","-224.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.300","6077","219.9","5760","100.00","0.00","0.00","0.00","1.22","-0.04","61.4","53.0","5760","6","0","15.69","0.14","27.2","31.3","39.4","43.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1852","2698","3356","4139","1189","1562","1747","2226","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.1","-232.1","-224.0","-224.2","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.400","6083","220.0","5767","100.00","0.00","0.00","0.00","0.88","-0.06","61.4","53.0","5767","6","0","15.69","-0.06","23.4","26.2","38.8","41.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2017","2488","2934","3497","1008","1119","1196","1531","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-229.5","-231.8","-224.4","-224.4","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.500","6090","220.2","5760","100.00","0.00","0.00","0.00","0.73","-0.04","61.4","53.0","5760","6","0","15.69","0.17","27.0","29.1","38.4","40.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2106","2603","3498","4003","786","843","1036","1312","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-230.1","-231.8","-224.1","-224.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.600","6096","220.3","5772","100.00","0.00","0.00","0.00","0.44","-0.06","61.4","53.0","5772","6","0","15.69","-0.15","22.4","24.5","39.3","41.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1915","2197","3052","3283","534","512","593","769","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-230.4","-231.7","-224.6","-224.5","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.700","6102","220.5","5764","100.00","0.00","0.00","0.00","0.36","-0.05","61.4","53.0","5764","6","0","15.69","0.15","25.3","26.5","36.0","37.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2261","2527","3556","3798","452","392","474","653","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-230.8","-231.7","-224.3","-224.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.800","6108","220.6","5778","100.00","0.00","0.00","0.00","0.22","-0.04","61.4","53.0","5778","6","0","15.68","-0.22","22.6","24.4","38.9","39.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1882","2082","3045","3096","276","211","277","412","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-231.0","-231.7","-224.9","-224.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"134.900","6114","220.9","5770","100.00","0.00","0.00","0.00","0.17","-0.06","61.4","53.0","5770","6","0","15.68","0.09","24.2","24.8","34.8","35.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2308","2417","3493","3596","234","139","194","346","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-231.2","-231.7","-224.7","-224.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.000","6120","221.0","5783","100.00","0.00","0.00","0.00","0.09","-0.03","61.4","53.0","5783","6","0","15.68","-0.18","24.1","25.7","39.6","40.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1811","2068","3241","3204","137","62","84","220","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-231.5","-231.9","-225.1","-224.8","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.100","6126","221.2","5782","100.00","0.00","0.00","0.00","0.06","-0.07","61.4","53.0","5782","6","0","15.68","0.00","23.9","23.5","34.7","35.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2430","2381","3236","3325","129","23","19","160","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-231.6","-231.8","-225.1","-224.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.200","6132","221.3","5789","100.00","0.00","0.00","0.00","0.03","-0.03","61.4","53.0","5789","6","0","15.68","-0.10","26.2","26.6","40.2","40.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1980","2058","3368","3395","81","-8","-13","131","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.1","-232.1","-225.4","-225.0","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.300","6139","221.5","5792","100.00","0.00","0.00","0.00","0.02","-0.07","61.4","53.0","5792","6","0","15.67","-0.02","23.7","23.0","36.2","36.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2385","2277","3261","3325","85","-20","-37","103","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.1","-232.1","-225.5","-225.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.400","6145","221.6","5796","100.00","0.00","0.00","0.00","0.01","-0.03","61.4","53.0","5796","6","0","15.67","0.00","27.1","26.9","39.9","39.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2107","2160","3529","3557","63","-32","-56","93","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.5","-232.5","-225.7","-225.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.500","6151","221.8","5803","100.00","0.00","0.00","0.00","0.00","-0.07","61.4","53.0","5803","6","0","15.67","-0.08","22.8","22.2","36.8","36.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2319","2219","3177","3205","55","-46","-72","65","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.5","-232.5","-226.0","-225.6","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.600","6157","222.0","5802","100.00","0.00","0.00","0.00","0.00","-0.03","61.4","53.0","5802","6","0","15.67","0.10","27.1","27.1","38.7","38.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2212","2289","3716","3731","55","-44","-80","75","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.9","-232.9","-225.9","-225.5","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.700","6163","222.1","5815","100.00","0.00","0.00","0.00","0.00","-0.06","61.4","53.0","5815","6","0","15.67","-0.12","22.4","22.6","37.6","37.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2234","2200","3162","3134","50","-49","-75","61","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-232.8","-232.9","-226.4","-226.0","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.800","6169","222.3","5810","100.00","0.00","0.00","0.00","-0.00","-0.03","61.4","53.0","5810","6","0","15.66","0.15","27.0","27.2","37.8","37.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2303","2384","3767","3755","43","-60","-84","73","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-233.2","-233.2","-226.2","-225.8","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"135.900","6176","222.4","5824","100.00","0.00","0.00","0.00","-0.01","-0.05","61.4","53.0","5824","6","0","15.66","-0.19","22.9","23.6","38.9","39.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2074","2076","3158","3086","22","-71","-82","53","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-233.2","-233.3","-226.8","-226.4","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.000","6182","222.6","5817","100.00","0.00","0.00","0.00","-0.06","-0.04","61.4","53.0","5817","6","0","15.66","0.13","26.7","26.7","37.0","37.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2382","2372","3726","3680","-55","-158","-136","19","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-233.5","-233.4","-226.6","-226.0","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.100","6188","222.7","5833","100.00","0.00","0.00","0.00","-0.12","-0.04","61.4","53.0","5833","6","0","15.66","-0.26","23.7","24.0","39.9","39.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2013","1938","3090","2958","-126","-208","-232","-94","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-233.6","-233.4","-227.2","-226.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.200","6194","223.0","5824","100.00","0.00","0.00","0.00","-0.21","-0.06","61.4","53.0","5824","6","0","15.66","0.06","25.9","24.7","36.3","35.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2426","2225","3613","3513","-209","-290","-400","-240","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-233.9","-233.4","-226.8","-226.3","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.300","6200","223.1","5838","100.00","0.00","0.00","0.00","-0.22","-0.04","61.4","53.0","5838","6","0","15.65","-0.26","24.3","23.7","39.9","39.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1990","1843","3159","3007","-237","-301","-406","-256","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-234.1","-233.6","-227.4","-226.9","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.400","6207","223.4","5834","100.00","0.00","0.00","0.00","-0.29","-0.07","61.4","53.0","5834","6","0","15.65","0.01","24.3","22.4","34.8","34.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2511","2205","3458","3334","-349","-405","-509","-348","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-234.2","-233.5","-227.2","-226.7","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.500","6213","223.5","5844","100.00","0.00","0.00","0.00","-0.29","-0.03","61.4","53.0","5844","6","0","15.65","-0.19","24.7","23.8","39.3","38.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2035","1885","3344","3148","-304","-364","-555","-389","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-234.6","-233.8","-227.6","-227.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.600","6219","223.7","5844","100.00","0.00","0.00","0.00","-0.35","-0.07","61.4","53.0","5844","6","0","15.65","0.02","23.3","21.5","34.6","33.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2557","2230","3506","3307","-423","-469","-610","-436","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-234.7","-233.9","-227.6","-227.1","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
"136.700","6225","223.8","5852","100.00","0.00","0.00","0.00","-0.36","-0.02","61.4","53.0","5852","6","0","15.65","-0.03","26.2","25.7","39.3","38.1","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2211","2093","3642","3365","-394","-463","-652","-464","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-235.1","-234.3","-227.9","-227.4","99.84","99.84","99.74","99.71","0.00","1","0.000","0.000","0.000","0.781","26.6","32.2","1","1"
